,DATE,MARKET_CAP,MATIC_AVERAGE_PRICE,CIRCULATING_SUPPLY,HOLDERS
802,2022-06-09,4236331251.46487,0.6249667282,6778490854.97504,423189
803,2020-10-02,55587393.1600591,0.01829028366,3039176110.36479,10387
804,2020-09-02,71272393.5945641,0.02424709806,2939419530.89427,9599
805,2020-07-23,63558636.4298363,0.02124243388,2992059986.04161,6333
806,2020-10-14,49755278.0586704,0.0175897272,2828655470.0679,11873
807,2020-06-14,69234773.6357288,0.02082316283,3324892294.01761,3398
808,2020-06-19,67157816.6902211,0.02024013576,3318051691.65678,3656
809,2021-08-16,7710802366.27016,1.49150149,5169825453.37634,119811
810,2021-08-22,8373892060.14327,1.614995831,5185085868.01031,127809
811,2021-10-16,8634978198.43608,1.527833481,5651779665.00542,191670
812,2021-11-09,11829663506.0962,1.850047491,6394248559.07178,232826
813,2021-12-01,12659066567.2569,1.945916611,6505451721.35415,270319
814,2021-12-14,11820584055.6709,1.838906991,6428048896.51045,284705
815,2020-12-01,74293441.867514,0.0192071078,3868018164.87559,15722
816,2021-01-12,108620196.155975,0.02661694624,4080866196.6296,18383
817,2021-03-11,1305562725.53075,0.3110347696,4197481609.83377,34617
818,2022-07-24,6164227668.96983,0.8733891746,7057824676.8734,446893
819,2020-08-28,77504980.5763789,0.02649275399,2925516184.66463,9592
820,2020-12-23,66309207.5167654,0.01762268862,3762717989.84871,16264
821,2020-05-15,64585932.9100086,0.01976182341,3268217288.48433,3361
822,2020-11-01,47737407.9142448,0.01398144607,3414339808.99419,12937
